x0,y0,a,b,phi,cluID,frameID
119.477402877,35.7142449077,0.10813524715,0.0398953970514,6.2729798904,1,65
119.523728057,35.7391974368,0.116746559741,0.0623518047116,6.21843831799,0,66
119.346989056,35.5176023,0.0877637782667,0.0442775633703,6.18117248751,1,66
119.538988278,35.7829056224,0.180367442421,0.0782010431829,0.107050837318,0,67
119.626315211,35.8032708521,0.0981975518306,0.0701435089922,0.0185465115874,0,68
119.807993753,35.8917518202,0.101908903268,0.0423187450914,0.19980967321,0,70
119.81395311,35.8794903382,0.081799349388,0.0591665118905,0.204381120822,0,71
-1.0,-1.0,-1.0,-1.0,-1.0,-1,73
-1.0,-1.0,-1.0,-1.0,-1.0,-1,74
-1.0,-1.0,-1.0,-1.0,-1.0,-1,75
-1.0,-1.0,-1.0,-1.0,-1.0,-1,76
-1.0,-1.0,-1.0,-1.0,-1.0,-1,77
-1.0,-1.0,-1.0,-1.0,-1.0,-1,78
-1.0,-1.0,-1.0,-1.0,-1.0,-1,79
-1.0,-1.0,-1.0,-1.0,-1.0,-1,80
-1.0,-1.0,-1.0,-1.0,-1.0,-1,81
119.044789129,35.5406021286,0.0907253683012,0.0429345841263,6.26827278145,0,86
119.354970099,35.6498812231,0.0819570528306,0.0644321977767,0.303306257107,0,87
119.102371425,35.5556652222,0.0959624992035,0.0675641171023,0.274963234589,1,87
119.135424313,35.5801944125,0.0768113651594,0.0466472046596,0.47730630353,0,88
119.381409406,35.6629189694,0.120830583444,0.065155211361,0.0512187991302,1,88
119.421598346,35.6988387871,0.102378106703,0.0506706372329,0.381676432196,0,89
119.486643904,35.7181511609,0.134623221312,0.0681183245629,0.31074965606,0,90
119.557600932,35.7482927045,0.0860980622909,0.0525282952287,0.429832940227,0,91
119.6025605,35.7932568333,0.113272274013,0.0442779135078,0.511246221039,0,92
119.740740094,35.8325365283,0.0783403000441,0.0421598443112,0.250738998356,0,95
119.793594904,35.2876104795,0.101425132507,0.0483374666362,0.0783826948384,0,98
119.91615731,35.2441698966,0.0677675080186,0.0438324637789,0.161330250702,0,100
119.905762394,35.0888852899,0.199639907674,0.0894954783566,4.14275830242,0,102
119.978862808,35.095866215,0.180592081342,0.105157910441,6.03928841986,0,103
120.040496094,35.1248191387,0.171529582268,0.0926816546677,6.17512994586,0,104
120.106169946,35.1714815582,0.153636862377,0.0922161154061,6.15961786822,0,105
120.271514232,35.0177235357,0.0717741154112,0.0341032997183,0.0990729670901,1,105
120.120942374,35.1976565556,0.167616309476,0.0614100143968,6.25304291803,0,106
120.289335621,35.0234471379,0.071416725306,0.0390714489589,6.12158325083,1,106
120.178708679,35.222325679,0.108932778785,0.0468521694335,0.0529293657732,0,107
120.342121444,35.0315252037,0.0676953300357,0.0406308417881,6.24190497671,1,107
120.376902772,35.024861386,0.0698948634029,0.0396418735751,0.325711251261,0,108
120.434462467,35.0244090556,0.0953940804384,0.0464226873398,6.21908825978,0,109
120.473776737,35.0188081447,0.104892632768,0.0348349669283,6.20743875838,0,110
-1.0,-1.0,-1.0,-1.0,-1.0,-1,115
-1.0,-1.0,-1.0,-1.0,-1.0,-1,116
-1.0,-1.0,-1.0,-1.0,-1.0,-1,117
-1.0,-1.0,-1.0,-1.0,-1.0,-1,118
-1.0,-1.0,-1.0,-1.0,-1.0,-1,119
-1.0,-1.0,-1.0,-1.0,-1.0,-1,120
-1.0,-1.0,-1.0,-1.0,-1.0,-1,121
-1.0,-1.0,-1.0,-1.0,-1.0,-1,122
-1.0,-1.0,-1.0,-1.0,-1.0,-1,123
-1.0,-1.0,-1.0,-1.0,-1.0,-1,124
-1.0,-1.0,-1.0,-1.0,-1.0,-1,125
-1.0,-1.0,-1.0,-1.0,-1.0,-1,126
-1.0,-1.0,-1.0,-1.0,-1.0,-1,127
-1.0,-1.0,-1.0,-1.0,-1.0,-1,128
-1.0,-1.0,-1.0,-1.0,-1.0,-1,129
-1.0,-1.0,-1.0,-1.0,-1.0,-1,130
-1.0,-1.0,-1.0,-1.0,-1.0,-1,131
-1.0,-1.0,-1.0,-1.0,-1.0,-1,132
-1.0,-1.0,-1.0,-1.0,-1.0,-1,133
-1.0,-1.0,-1.0,-1.0,-1.0,-1,134
-1.0,-1.0,-1.0,-1.0,-1.0,-1,135
-1.0,-1.0,-1.0,-1.0,-1.0,-1,136
-1.0,-1.0,-1.0,-1.0,-1.0,-1,137
-1.0,-1.0,-1.0,-1.0,-1.0,-1,138
-1.0,-1.0,-1.0,-1.0,-1.0,-1,139
-1.0,-1.0,-1.0,-1.0,-1.0,-1,140
-1.0,-1.0,-1.0,-1.0,-1.0,-1,141
-1.0,-1.0,-1.0,-1.0,-1.0,-1,142
119.804344027,35.4841109595,0.106096960042,0.0688147204981,5.13856014718,0,144
119.882345926,35.4786350402,0.152608710997,0.0777271485522,5.28689725782,0,145
119.923478766,35.5064042174,0.103218385187,0.0766188150437,4.51003896353,0,146
120.027602635,35.3101160192,0.0755879724758,0.0469809333725,0.303660443631,1,146
120.086192375,35.3321465375,0.101125316503,0.0565442193099,0.0802147461052,0,147
119.990641143,35.63655645,0.123600530864,0.068602477518,4.00703435109,1,147
119.977067902,35.4932350122,0.0759745593741,0.04736551908,6.00870611464,2,147
120.061977254,35.7371395149,0.109020796859,0.0488175333668,0.0201950219764,0,148
120.188918633,35.158537943,0.112494091921,0.073144307816,6.17750952781,0,151
120.280799755,35.165615717,0.0919603674905,0.0357195457913,0.00429873089386,0,152
-1.0,-1.0,-1.0,-1.0,-1.0,-1,153
-1.0,-1.0,-1.0,-1.0,-1.0,-1,154
-1.0,-1.0,-1.0,-1.0,-1.0,-1,155
-1.0,-1.0,-1.0,-1.0,-1.0,-1,156
-1.0,-1.0,-1.0,-1.0,-1.0,-1,157
-1.0,-1.0,-1.0,-1.0,-1.0,-1,158
-1.0,-1.0,-1.0,-1.0,-1.0,-1,159
-1.0,-1.0,-1.0,-1.0,-1.0,-1,160
-1.0,-1.0,-1.0,-1.0,-1.0,-1,161
-1.0,-1.0,-1.0,-1.0,-1.0,-1,162
-1.0,-1.0,-1.0,-1.0,-1.0,-1,163
120.632089982,35.3701087117,0.0851670079042,0.0586198255281,0.518178369973,0,164
-1.0,-1.0,-1.0,-1.0,-1.0,-1,166
-1.0,-1.0,-1.0,-1.0,-1.0,-1,167
-1.0,-1.0,-1.0,-1.0,-1.0,-1,168
-1.0,-1.0,-1.0,-1.0,-1.0,-1,169
-1.0,-1.0,-1.0,-1.0,-1.0,-1,170
-1.0,-1.0,-1.0,-1.0,-1.0,-1,171
-1.0,-1.0,-1.0,-1.0,-1.0,-1,172
-1.0,-1.0,-1.0,-1.0,-1.0,-1,173
-1.0,-1.0,-1.0,-1.0,-1.0,-1,174
-1.0,-1.0,-1.0,-1.0,-1.0,-1,175
-1.0,-1.0,-1.0,-1.0,-1.0,-1,176
-1.0,-1.0,-1.0,-1.0,-1.0,-1,177
-1.0,-1.0,-1.0,-1.0,-1.0,-1,178
-1.0,-1.0,-1.0,-1.0,-1.0,-1,179
-1.0,-1.0,-1.0,-1.0,-1.0,-1,180
-1.0,-1.0,-1.0,-1.0,-1.0,-1,181
-1.0,-1.0,-1.0,-1.0,-1.0,-1,182
-1.0,-1.0,-1.0,-1.0,-1.0,-1,183
-1.0,-1.0,-1.0,-1.0,-1.0,-1,184
-1.0,-1.0,-1.0,-1.0,-1.0,-1,185
-1.0,-1.0,-1.0,-1.0,-1.0,-1,186
-1.0,-1.0,-1.0,-1.0,-1.0,-1,187
-1.0,-1.0,-1.0,-1.0,-1.0,-1,188
-1.0,-1.0,-1.0,-1.0,-1.0,-1,189
-1.0,-1.0,-1.0,-1.0,-1.0,-1,190
-1.0,-1.0,-1.0,-1.0,-1.0,-1,191
-1.0,-1.0,-1.0,-1.0,-1.0,-1,192
-1.0,-1.0,-1.0,-1.0,-1.0,-1,193
-1.0,-1.0,-1.0,-1.0,-1.0,-1,194
-1.0,-1.0,-1.0,-1.0,-1.0,-1,195
-1.0,-1.0,-1.0,-1.0,-1.0,-1,196
-1.0,-1.0,-1.0,-1.0,-1.0,-1,197
-1.0,-1.0,-1.0,-1.0,-1.0,-1,198
-1.0,-1.0,-1.0,-1.0,-1.0,-1,199
-1.0,-1.0,-1.0,-1.0,-1.0,-1,200
-1.0,-1.0,-1.0,-1.0,-1.0,-1,201
-1.0,-1.0,-1.0,-1.0,-1.0,-1,202
-1.0,-1.0,-1.0,-1.0,-1.0,-1,203
-1.0,-1.0,-1.0,-1.0,-1.0,-1,204
-1.0,-1.0,-1.0,-1.0,-1.0,-1,205
-1.0,-1.0,-1.0,-1.0,-1.0,-1,206
-1.0,-1.0,-1.0,-1.0,-1.0,-1,207
-1.0,-1.0,-1.0,-1.0,-1.0,-1,208
-1.0,-1.0,-1.0,-1.0,-1.0,-1,209
-1.0,-1.0,-1.0,-1.0,-1.0,-1,210
-1.0,-1.0,-1.0,-1.0,-1.0,-1,211
-1.0,-1.0,-1.0,-1.0,-1.0,-1,212
-1.0,-1.0,-1.0,-1.0,-1.0,-1,213
-1.0,-1.0,-1.0,-1.0,-1.0,-1,214
-1.0,-1.0,-1.0,-1.0,-1.0,-1,215
-1.0,-1.0,-1.0,-1.0,-1.0,-1,216
-1.0,-1.0,-1.0,-1.0,-1.0,-1,217
-1.0,-1.0,-1.0,-1.0,-1.0,-1,218
-1.0,-1.0,-1.0,-1.0,-1.0,-1,219
-1.0,-1.0,-1.0,-1.0,-1.0,-1,220
-1.0,-1.0,-1.0,-1.0,-1.0,-1,221
-1.0,-1.0,-1.0,-1.0,-1.0,-1,222
-1.0,-1.0,-1.0,-1.0,-1.0,-1,223
-1.0,-1.0,-1.0,-1.0,-1.0,-1,224
